Customer_ID,Gender,Age,L_O_S,Tariff,Handset
"K109420","男",28,21.466667,"CAT 100","ASAD170"
"K109440","男",34,24.333333,"CAT 100","ASAD170"
"K109450","男",35,41.966667,"CAT 100","S50"
"K109460","女",34,28.066667,"CAT 100","S80"
"K109470","女",52,55.633333,"CAT 100","ASAD170"
"K109480","女",28,40.333333,"CAT 100","S50"
"K109490","男",35,19.266667,"CAT 100","S50"
"K109500","女",26,12.833333,"CAT 100","ASAD170"
"K109510","男",26,17.000000,"CAT 100","S80"
"K109520","女",30,52.066667,"CAT 100","S80"
"K109530","女",51,36.866667,"CAT 100","ASAD170"
"K109540","男",28,32.200000,"CAT 100","S50"
"K109590","男",38,38.433333,"CAT 100","S50"
"K109610","男",32,11.233333,"CAT 100","S80"
"K109630","女",44,57.700000,"CAT 100","S80"
"K109640","女",50,27.433333,"CAT 100","ASAD170"
"K109650","男",40,42.800000,"CAT 100","ASAD170"
"K109660","女",52,42.433333,"CAT 100","S50"
"K109670","女",31,55.733333,"CAT 100","ASAD170"
"K109680","男",30,11.400000,"CAT 100","ASAD90"
"K109690","男",32,16.033333,"CAT 100","S80"
"K109700","男",58,30.000000,"CAT 100","S50"
"K109710","女",31,13.600000,"CAT 100","S80"
"K109720","男",33,16.433333,"CAT 100","ASAD170"
"K109730","男",36,22.233333,"CAT 100","S50"
"K109740","男",34,43.000000,"CAT 100","S50"
"K109770","女",27,38.400000,"CAT 100","ASAD170"
"K109780","男",33,38.466667,"CAT 100","S80"
"K109790","男",38,40.800000,"CAT 100","S80"
"K109800","女",34,24.466667,"CAT 100","S50"
"K109810","女",29,51.766667,"CAT 100","S80"
"K109820","男",31,10.666667,"CAT 100","S50"
"K109830","男",49,29.466667,"CAT 100","ASAD170"
"K109840","女",34,12.066667,"CAT 100","S80"
"K109850","女",32,41.566667,"CAT 100","S80"
"K109860","女",31,17.033333,"CAT 100","S50"
"K109870","男",46,53.333333,"CAT 100","ASAD170"
"K109880","女",62,21.300000,"CAT 100","ASAD170"
"K109890","女",31,20.000000,"CAT 100","ASAD170"
"K109900","女",36,21.366667,"CAT 100","S50"
"K109910","女",47,47.200000,"CAT 100","S50"
"K109920","男",40,36.433333,"CAT 100","S80"
"K109930","女",29,51.700000,"CAT 100","ASAD170"
"K109940","男",26,46.933333,"CAT 100","S80"
"K109950","女",42,17.566667,"CAT 100","S80"
"K109960","男",35,34.300000,"CAT 100","S50"
"K109970","女",31,31.266667,"CAT 100","S80"
"K109980","男",36,14.533333,"CAT 100","S50"
"K109990","男",28,42.766667,"CAT 100","S80"
"K110020","女",26,53.033333,"CAT 100","S50"
"K110030","男",26,17.100000,"CAT 100","S50"
"K110050","女",26,10.533333,"CAT 100","S80"
"K110070","男",54,30.533333,"CAT 100","S50"
"K110080","女",29,28.000000,"CAT 100","S80"
"K110090","男",29,31.100000,"CAT 100","S80"
"K110100","男",33,22.233333,"CAT 100","S80"
"K110110","男",26,24.033333,"CAT 100","S50"
"K110130","女",33,45.933333,"CAT 100","S50"
"K110140","女",51,47.000000,"CAT 100","ASAD170"
"K110150","男",30,41.533333,"CAT 100","ASAD170"
"K110160","女",33,37.300000,"CAT 100","S80"
"K110170","男",28,56.766667,"CAT 100","ASAD170"
"K110190","男",44,39.366667,"CAT 100","S50"
"K110200","女",30,56.666667,"CAT 100","S50"
"K110210","男",50,23.100000,"CAT 100","ASAD170"
"K110220","男",40,29.233333,"CAT 100","S50"
"K110230","女",43,18.133333,"CAT 100","S80"
"K110240","男",47,15.766667,"CAT 100","S50"
"K110250","女",48,19.566667,"CAT 100","ASAD170"
"K110260","女",34,17.633333,"CAT 100","S50"
"K110280","男",30,27.566667,"CAT 100","S80"
"K110300","男",35,29.466667,"CAT 100","S50"
"K110310","女",49,25.066667,"CAT 100","S50"
"K110320","女",38,26.300000,"CAT 100","ASAD170"
"K110340","男",26,18.200000,"CAT 100","ASAD170"
"K110350","男",38,49.400000,"CAT 100","S80"
"K110360","女",45,9.900000,"CAT 100","S80"
"K110370","女",26,45.733333,"CAT 100","S80"
"K110380","男",48,55.566667,"CAT 100","S50"
"K110390","男",40,47.500000,"CAT 100","S80"
"K110410","女",28,36.400000,"CAT 100","S50"
"K110420","女",37,16.500000,"CAT 100","S50"
"K110430","男",42,30.733333,"CAT 100","S50"
"K110440","男",52,26.600000,"CAT 100","S80"
"K110450","女",29,16.633333,"CAT 100","ASAD170"
"K110470","女",38,14.400000,"CAT 100","S80"
"K110480","男",31,47.166667,"CAT 100","S80"
"K110490","男",50,15.833333,"CAT 100","S80"
"K110500","男",26,57.600000,"CAT 100","ASAD90"
"K110510","男",43,51.566667,"CAT 100","S80"
"K110520","女",28,53.566667,"CAT 100","ASAD170"
"K110530","男",52,54.700000,"CAT 100","S80"
"K110560","女",49,26.066667,"CAT 100","S50"
"K110580","男",33,24.266667,"CAT 100","S80"
"K110620","女",38,9.700000,"CAT 100","ASAD170"
"K110630","女",37,50.833333,"CAT 100","S80"
"K110640","男",37,24.700000,"CAT 100","ASAD170"
"K110650","女",52,58.200000,"CAT 100","ASAD170"
"K110690","男",46,40.966667,"CAT 100","S80"
"K110700","男",46,29.233333,"CAT 100","S50"
"K110710","男",33,54.533333,"CAT 100","ASAD170"
"K110720","女",27,27.933333,"CAT 100","S50"
"K110730","女",47,54.900000,"CAT 100","ASAD90"
"K110740","男",38,41.133333,"CAT 100","S50"
"K110750","男",34,51.033333,"CAT 100","S80"
"K110770","男",36,49.266667,"CAT 100","S50"
"K110780","男",28,38.133333,"CAT 100","S80"
"K110790","女",28,41.800000,"CAT 200","S80"
"K110800","女",28,41.833333,"CAT 200","S80"
"K110810","女",27,15.333333,"CAT 200","S80"
"K110830","男",29,41.100000,"CAT 200","ASAD170"
"K110840","男",31,17.833333,"CAT 200","ASAD170"
"K110850","男",43,43.400000,"CAT 200","S50"
"K110860","女",30,13.866667,"CAT 200","ASAD170"
"K110880","男",28,52.533333,"CAT 200","S80"
"K110890","男",35,36.166667,"CAT 200","ASAD170"
"K110900","女",54,40.866667,"CAT 200","S80"
"K110910","男",38,41.333333,"CAT 200","S80"
"K110920","男",35,19.266667,"CAT 200","S50"
"K110930","男",60,57.533333,"CAT 200","S50"
"K110940","男",50,56.200000,"CAT 200","ASAD170"
"K110950","女",53,10.000000,"CAT 200","S50"
"K110960","男",30,49.266667,"CAT 200","S50"
"K110970","男",29,28.366667,"CAT 200","ASAD170"
"K110980","女",27,36.866667,"CAT 200","S50"
"K110990","男",40,20.866667,"CAT 200","S50"
"K111020","女",42,38.100000,"CAT 200","S50"
"K111030","男",30,34.066667,"CAT 200","S50"
"K111040","男",46,48.433333,"CAT 200","S80"
"K111050","女",73,16.766667,"CAT 200","S50"
"K111060","男",28,20.200000,"CAT 200","ASAD170"
"K111080","男",34,43.766667,"CAT 200","S50"
"K111100","女",46,42.800000,"CAT 200","ASAD170"
"K111110","女",29,54.866667,"CAT 200","S80"
"K111130","男",33,30.100000,"CAT 200","ASAD90"
"K111150","女",34,22.800000,"CAT 200","ASAD170"
"K111160","女",32,15.000000,"CAT 200","S80"
"K111180","女",49,52.466667,"CAT 200","S80"
"K111190","男",35,17.600000,"CAT 200","ASAD170"
"K111210","男",29,13.733333,"CAT 200","S80"
"K111230","男",57,38.733333,"CAT 200","S50"
"K111250","女",34,57.200000,"CAT 200","S80"
"K111260","女",65,26.666667,"CAT 200","S50"
"K111270","男",45,15.433333,"CAT 200","ASAD170"
"K111280","男",26,15.733333,"CAT 200","ASAD90"
"K111290","女",28,39.233333,"CAT 200","ASAD170"
"K111310","女",29,39.066667,"CAT 200","S50"
"K111320","男",37,51.966667,"CAT 200","S50"
"K111340","女",45,28.633333,"CAT 200","S80"
"K111360","女",37,10.666667,"CAT 200","S50"
"K111370","男",28,26.533333,"CAT 200","S50"
"K111380","男",57,36.600000,"CAT 200","S80"
"K111390","男",44,27.133333,"CAT 200","S80"
"K111400","男",38,35.400000,"CAT 200","ASAD170"
"K111410","男",31,21.100000,"CAT 200","S50"
"K111420","女",29,24.300000,"CAT 200","S50"
"K111430","男",46,42.000000,"CAT 200","S80"
"K111440","女",35,38.833333,"CAT 200","S50"
"K111460","男",41,10.400000,"CAT 200","S80"
"K111470","男",41,57.533333,"CAT 200","ASAD170"
"K111490","男",53,38.033333,"CAT 200","S80"
"K111500","男",36,17.100000,"CAT 200","S50"
"K111510","男",27,45.000000,"CAT 200","ASAD90"
"K111520","女",29,15.033333,"CAT 200","S50"
"K111530","女",30,36.733333,"CAT 200","ASAD170"
"K111540","女",46,57.100000,"CAT 200","S50"
"K111560","女",32,50.100000,"CAT 200","ASAD90"
"K111570","男",42,54.300000,"CAT 200","ASAD170"
"K111580","男",26,11.566667,"CAT 200","S50"
"K111610","男",28,30.200000,"CAT 200","S80"
"K111620","男",39,34.433333,"CAT 200","S50"
"K111640","男",35,22.466667,"CAT 200","S50"
"K111650","男",30,55.666667,"CAT 200","S50"
"K111660","男",41,57.700000,"CAT 200","ASAD170"
"K111670","男",38,35.033333,"CAT 200","S50"
"K111680","女",38,51.066667,"CAT 200","S80"
"K111690","男",61,10.966667,"CAT 200","ASAD170"
"K111710","女",32,53.400000,"CAT 200","S80"
"K111720","男",34,46.766667,"CAT 200","S50"
"K111730","男",48,34.733333,"CAT 200","S50"
"K111740","女",29,53.033333,"CAT 200","ASAD170"
"K111750","男",46,54.866667,"CAT 200","S50"
"K111760","女",51,35.533333,"CAT 200","S50"
"K111770","男",27,23.333333,"CAT 200","S50"
"K111800","男",44,52.033333,"CAT 200","ASAD90"
"K111810","女",29,25.366667,"CAT 200","S80"
"K111830","男",55,29.166667,"CAT 200","ASAD170"
"K111840","男",60,45.133333,"CAT 200","ASAD170"
"K111860","女",37,16.166667,"CAT 200","S80"
"K111870","男",42,26.266667,"CAT 200","S50"
"K111880","女",52,20.300000,"CAT 200","S50"
"K111890","女",46,45.500000,"CAT 200","S50"
"K111900","男",48,35.233333,"CAT 200","S50"
"K111920","男",32,36.066667,"CAT 200","S50"
"K111930","女",32,30.433333,"CAT 200","ASAD170"
"K111940","男",38,38.766667,"CAT 200","S80"
"K111960","女",42,40.766667,"CAT 200","S80"
"K111970","女",57,55.433333,"CAT 200","ASAD170"
"K111980","男",30,26.700000,"CAT 200","S50"
"K112000","女",44,32.366667,"CAT 200","S80"
"K112010","男",44,21.600000,"CAT 200","S50"
"K112020","男",50,52.600000,"CAT 200","S80"
"K112030","女",28,33.200000,"CAT 200","S80"
"K112050","男",55,39.800000,"CAT 200","S50"
"K112060","男",44,32.166667,"CAT 200","ASAD170"
"K112070","女",32,48.366667,"CAT 200","ASAD90"
"K112080","女",28,29.966667,"CAT 200","S50"
"K112090","女",26,39.266667,"CAT 200","ASAD170"
"K112100","男",27,14.200000,"CAT 200","S80"
"K112110","女",39,47.233333,"CAT 200","ASAD170"
"K112130","女",28,22.966667,"CAT 200","ASAD170"
"K112150","男",32,28.500000,"CAT 200","S50"
"K112160","女",33,27.366667,"CAT 200","ASAD170"
"K112170","男",41,48.433333,"CAT 200","ASAD170"
"K112200","女",32,45.300000,"CAT 200","S50"
"K112210","女",45,41.666667,"CAT 200","ASAD170"
"K112220","女",66,36.266667,"CAT 200","S80"
"K112230","女",46,32.433333,"CAT 200","ASAD170"
"K112240","女",28,29.066667,"CAT 200","ASAD170"
"K112250","男",34,23.200000,"CAT 200","ASAD170"
"K112270","男",43,35.533333,"CAT 200","S50"
"K112290","女",34,43.200000,"CAT 200","S80"
"K112300","男",45,40.100000,"CAT 200","S80"
"K112310","女",49,51.433333,"CAT 200","S80"
"K112320","女",32,52.800000,"CAT 200","S80"
"K112330","女",34,55.700000,"CAT 200","ASAD170"
"K112340","女",35,17.233333,"CAT 200","ASAD170"
"K112350","女",26,21.233333,"CAT 200","S80"
"K112360","男",33,37.066667,"CAT 200","ASAD170"
"K112370","女",41,54.966667,"CAT 200","S50"
"K112380","女",27,27.933333,"CAT 200","ASAD170"
"K112390","男",46,48.300000,"CAT 200","ASAD170"
"K112400","男",39,38.666667,"CAT 200","S50"
"K112410","男",29,34.500000,"CAT 200","S80"
"K112430","女",40,28.566667,"CAT 200","S50"
"K112440","女",54,45.200000,"CAT 200","S80"
"K112450","女",53,16.500000,"CAT 200","S80"
"K112460","女",48,27.466667,"CAT 200","ASAD170"
"K112470","女",31,14.833333,"CAT 200","ASAD170"
"K112490","女",65,40.900000,"CAT 200","ASAD170"
"K112500","女",33,56.666667,"CAT 200","S80"
"K112510","男",32,36.133333,"CAT 200","S80"
"K112520","女",44,15.166667,"CAT 200","S50"
"K112530","女",46,20.800000,"CAT 200","S80"
"K112540","女",32,10.533333,"CAT 200","S50"
"K112550","男",29,28.700000,"CAT 200","S80"
"K112570","女",42,43.966667,"CAT 200","S50"
"K112590","男",30,30.133333,"CAT 200","S80"
"K112600","男",32,49.700000,"CAT 200","S50"
"K112610","男",60,16.533333,"CAT 200","S50"
"K112620","女",28,30.733333,"CAT 200","S50"
"K112640","男",30,56.000000,"CAT 200","S80"
"K112650","女",45,50.033333,"CAT 200","S50"
"K112660","女",55,40.800000,"CAT 200","ASAD170"
"K112670","男",41,51.866667,"CAT 200","S80"
"K112680","女",40,12.700000,"CAT 200","S50"
"K112700","女",36,29.566667,"CAT 200","S80"
"K112710","男",27,26.633333,"CAT 200","S80"
"K112730","男",37,26.766667,"CAT 200","ASAD90"
"K112740","男",35,36.500000,"CAT 200","ASAD90"
"K112750","男",27,30.233333,"CAT 200","S50"
"K112760","男",48,20.033333,"CAT 200","S50"
"K112770","女",30,36.300000,"CAT 200","ASAD170"
"K112780","女",26,32.466667,"CAT 200","ASAD170"
"K112790","男",42,40.766667,"CAT 200","ASAD170"
"K112810","男",37,46.866667,"CAT 200","S80"
"K112820","男",29,16.633333,"CAT 200","S80"
"K112830","男",27,13.766667,"CAT 200","S80"
"K112840","男",52,9.533333,"CAT 200","ASAD90"
"K112850","女",31,56.166667,"CAT 200","S50"
"K112870","男",36,47.433333,"CAT 200","S80"
"K112880","女",29,24.333333,"CAT 200","S80"
"K112890","男",35,20.200000,"CAT 200","S50"
"K112900","女",26,33.866667,"CAT 200","S80"
"K112910","女",39,11.533333,"CAT 200","ASAD170"
"K112930","男",42,36.233333,"CAT 200","S50"
"K112940","女",32,33.966667,"CAT 200","S80"
"K112960","男",40,44.100000,"CAT 200","ASAD170"
"K112980","女",46,27.133333,"CAT 200","S80"
"K112990","女",38,47.833333,"CAT 200","ASAD170"
"K113000","男",66,15.100000,"CAT 200","S50"
"K113010","男",48,35.266667,"CAT 200","S50"
"K113020","男",29,28.166667,"CAT 200","S50"
"K113030","男",28,46.500000,"CAT 200","ASAD170"
"K113040","男",57,55.166667,"CAT 200","S80"
"K113050","女",38,29.033333,"CAT 200","ASAD170"
"K113060","男",32,20.333333,"CAT 200","ASAD170"
"K113070","男",32,10.266667,"CAT 200","S80"
"K113080","男",42,56.266667,"CAT 200","S80"
"K113090","男",53,21.933333,"CAT 200","S80"
"K113100","女",35,21.833333,"CAT 200","S50"
"K113110","女",38,31.733333,"CAT 200","ASAD90"
"K113120","男",41,20.833333,"CAT 200","ASAD90"
"K113130","女",33,40.100000,"CAT 200","S80"
"K113140","女",38,19.666667,"CAT 200","ASAD170"
"K113150","男",29,50.966667,"CAT 200","S80"
"K113170","男",35,40.933333,"CAT 200","ASAD170"
"K113180","男",32,20.600000,"CAT 200","S50"
"K113200","女",35,39.100000,"CAT 200","S50"
"K113210","女",30,52.933333,"CAT 200","S80"
"K113220","男",66,46.166667,"CAT 200","ASAD170"
"K113230","男",37,22.633333,"CAT 200","S50"
"K113240","男",31,52.400000,"CAT 200","S50"
"K113260","男",53,23.900000,"CAT 200","ASAD170"
"K113270","女",30,33.433333,"CAT 200","S80"
"K113280","男",34,27.000000,"CAT 200","S80"
"K113290","女",52,16.433333,"CAT 200","S80"
"K113300","男",33,40.266667,"CAT 200","ASAD170"
"K113310","女",35,11.433333,"CAT 200","S50"
"K113320","女",42,19.200000,"CAT 200","ASAD170"
"K113330","女",33,36.000000,"CAT 200","S50"
"K113340","男",39,30.966667,"CAT 200","ASAD170"
"K113350","女",61,46.433333,"CAT 200","S50"
"K113360","女",38,46.500000,"CAT 200","S80"
"K113370","男",45,17.033333,"CAT 200","S80"
"K113380","男",35,10.233333,"CAT 200","ASAD170"
"K113390","女",40,12.533333,"CAT 200","S80"
"K113400","女",49,24.566667,"CAT 200","S50"
"K113410","女",26,57.700000,"CAT 200","S80"
"K113440","男",41,49.566667,"CAT 200","S50"
"K113450","男",28,45.766667,"CAT 200","S80"
"K113470","女",44,54.533333,"CAT 200","ASAD90"
"K113490","女",38,49.666667,"CAT 200","S50"
"K113500","女",33,18.666667,"CAT 200","ASAD170"
"K113510","男",60,51.366667,"CAT 200","S80"
"K113520","女",28,52.133333,"CAT 200","S50"
"K113530","男",27,38.366667,"CAT 200","ASAD170"
"K113540","女",37,33.366667,"CAT 200","S80"
"K113550","女",42,29.933333,"CAT 200","S80"
"K113560","男",41,29.233333,"CAT 200","S50"
"K113580","男",44,22.400000,"CAT 200","S50"
"K113590","女",36,23.466667,"CAT 200","ASAD170"
"K113600","男",29,46.833333,"CAT 200","ASAD170"
"K113610","女",68,14.933333,"CAT 200","ASAD170"
"K113630","女",30,38.100000,"CAT 200","S80"
"K113640","女",46,56.133333,"CAT 200","S80"
"K113650","女",58,58.166667,"CAT 200","S80"
"K113660","男",39,57.600000,"CAT 200","S50"
"K113680","男",35,13.033333,"CAT 200","S80"
"K113690","男",37,17.866667,"CAT 200","S80"
"K113700","男",26,54.533333,"CAT 200","S50"
"K113710","女",37,26.233333,"CAT 200","S80"
"K113720","男",41,21.133333,"CAT 200","ASAD170"
"K113740","女",46,35.366667,"CAT 200","ASAD90"
"K113750","男",34,56.600000,"CAT 200","S50"
"K113770","女",38,46.433333,"CAT 200","ASAD170"
"K113780","女",32,44.166667,"CAT 200","ASAD170"
"K113790","男",45,26.533333,"CAT 200","S50"
"K113800","女",37,23.933333,"CAT 200","S80"
"K113810","男",30,19.700000,"CAT 200","S50"
"K113830","男",59,13.866667,"CAT 200","S50"
"K113850","男",61,42.166667,"CAT 200","S80"
"K113860","女",38,47.166667,"CAT 200","S80"
"K113870","女",37,29.000000,"CAT 200","S50"
"K113890","女",30,10.166667,"CAT 200","ASAD170"
"K113900","男",33,23.200000,"CAT 200","S50"
"K113910","女",40,45.233333,"CAT 200","ASAD170"
"K113920","男",55,27.700000,"CAT 200","S50"
"K113930","男",33,37.300000,"CAT 200","S80"
"K113940","女",31,54.333333,"CAT 200","S50"
"K113960","女",29,28.766667,"CAT 200","ASAD170"
"K113970","女",50,49.666667,"CAT 200","S50"
"K113980","女",40,42.533333,"CAT 200","S80"
"K113990","男",48,28.966667,"CAT 200","ASAD170"
"K114000","男",41,44.500000,"CAT 200","S50"
"K114010","男",60,18.900000,"CAT 200","ASAD170"
"K114020","女",31,41.633333,"CAT 200","S80"
"K114030","男",41,18.466667,"CAT 200","S80"
"K114050","女",45,42.833333,"CAT 200","ASAD90"
"K114060","男",40,47.500000,"CAT 200","S80"
"K114070","女",29,46.633333,"CAT 200","S80"
"K114080","男",32,52.800000,"CAT 200","ASAD170"
"K114090","女",40,50.100000,"CAT 200","S50"
"K114100","女",28,51.633333,"CAT 200","S80"
"K114110","男",37,43.333333,"CAT 200","S50"
"K114120","女",36,36.233333,"CAT 200","S50"
"K114130","女",27,47.733333,"CAT 200","S50"
"K114140","男",59,32.700000,"CAT 200","S50"
"K114150","女",34,29.300000,"CAT 200","S80"
"K114180","女",47,35.466667,"CAT 200","S50"
"K114200","女",34,32.833333,"CAT 200","S80"
"K114220","女",37,37.933333,"CAT 200","S80"
"K114230","女",49,18.233333,"CAT 200","S80"
"K114240","男",29,28.333333,"CAT 200","S80"
"K114250","女",34,26.433333,"CAT 200","S50"
"K114260","女",43,12.733333,"CAT 200","S80"
"K114270","女",28,23.500000,"CAT 200","S80"
"K114280","男",46,57.100000,"CAT 200","S50"
"K114290","男",26,52.100000,"CAT 200","S50"
"K114300","男",32,10.433333,"CAT 200","S80"
"K114310","女",35,43.500000,"CAT 200","S50"
"K114320","女",33,14.833333,"CAT 200","ASAD170"
"K114350","女",33,46.900000,"CAT 200","ASAD170"
"K114360","女",43,38.233333,"CAT 200","S50"
"K114380","女",38,53.533333,"CAT 200","ASAD170"
"K114390","男",29,54.066667,"CAT 200","S80"
"K114400","男",68,38.933333,"CAT 200","S50"
"K114420","女",33,20.366667,"CAT 200","S80"
"K114430","女",31,54.766667,"CAT 200","ASAD170"
"K114450","男",36,10.500000,"CAT 200","ASAD170"
"K114460","女",28,57.133333,"CAT 200","ASAD170"
"K114470","女",50,42.166667,"CAT 200","S50"
"K114480","男",39,21.233333,"CAT 200","ASAD170"
"K114500","男",31,14.866667,"CAT 200","ASAD90"
"K114510","男",37,50.933333,"CAT 200","S80"
"K114520","女",26,47.300000,"CAT 200","S50"
"K114530","女",57,30.700000,"CAT 200","ASAD170"
"K114550","男",48,43.500000,"CAT 200","S50"
"K114560","男",40,56.766667,"CAT 200","S80"
"K114570","男",39,53.033333,"CAT 200","S80"
"K114590","男",26,31.466667,"CAT 200","ASAD170"
"K114600","男",30,42.900000,"CAT 200","S50"
"K114610","男",32,46.600000,"CAT 200","ASAD170"
"K114620","男",49,51.833333,"CAT 200","S80"
"K114630","女",27,11.833333,"CAT 200","ASAD170"
"K114640","女",30,12.200000,"CAT 200","S80"
"K114650","男",33,20.433333,"CAT 200","S80"
"K114670","男",32,9.733333,"CAT 200","S50"
"K114700","女",39,33.033333,"CAT 200","S80"
"K114710","男",58,29.833333,"CAT 200","S50"
"K114720","女",30,33.666667,"CAT 200","S50"
"K114730","男",31,49.033333,"CAT 200","ASAD170"
"K114740","男",38,53.266667,"CAT 200","ASAD170"
"K114770","女",32,26.200000,"CAT 200","S80"
"K114780","男",37,50.566667,"CAT 200","S80"
"K114810","女",49,16.233333,"CAT 200","ASAD170"
"K114820","男",50,45.566667,"CAT 200","S80"
"K114830","男",42,21.800000,"CAT 200","S80"
"K114840","女",29,17.266667,"CAT 200","S80"
"K114850","男",31,12.300000,"CAT 200","S80"
"K114860","女",31,51.666667,"CAT 200","S80"
"K114870","女",29,24.433333,"CAT 200","ASAD170"
"K114890","女",26,20.900000,"CAT 200","S50"
"K114900","女",56,19.533333,"CAT 200","S80"
"K114910","男",30,54.566667,"CAT 200","S80"
"K114930","男",60,20.100000,"CAT 200","S50"
"K114960","男",53,37.433333,"CAT 200","ASAD170"
